OID_,BBNA_code,date_added,data_source,Institution,dataset_notes_1,data_restrictions_1,data_restrictions_2,subgenus,genus,species,sex,caste,det_as,det_by,date,month,day,year,dayno,observers,code_1,code_2,code_3,code_4,code_5,continent_verbatim,continent,country_verbatim,country,county_verbatim,state_prov,county,location,site,latitude,longitude,coordinates,coordinates_X,coordinates_Y,elev_m_ETOPO1,geo_notes_1,geo_notes_2,doi,link,notes_1,notes_2,notes_3,notes_4,notes_5,plant_host_genus,plant_host_notes,plant_host_species,plant_host_verbatim
3099,BBNA_2698418,12/1/2022 4:24:36 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,9/26/2020 0:00:00,9,26,2020,270,david_jewell1,85335291,,,,,North America,North America,USA,USA,Jackson,Missouri,Jackson,,"LAKE TAPWINGO, MO 64015, USA",39.051189999999998,-94.292370000000005,"39.051, -94.292",-94.292000000000002,39.051000000000002,264,,,,https://www.inaturalist.org/observations/85335291,,Jackson,,,,,,,
3100,BBNA_2698469,12/1/2022 4:24:36 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,9/24/2017 0:00:00,9,24,2017,267,tericocke,86314264,,,,,North America,North America,USA,USA,St. Louis city,Missouri,St. Louis city,,"St. Louis, MO, USA",38.627000000000002,-90.199399999999997,"38.627, -90.199",-90.198999999999998,38.627000000000002,150,,,,https://www.inaturalist.org/observations/86314264,,St. Louis city,,,,,,,
3101,BBNA_2698688,12/1/2022 4:24:38 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,9/7/2020 0:00:00,9,7,2020,251,aegolius,91881505,,,,,North America,North America,USA,USA,Harrison,Mississippi,Harrison,,"Gulfport, MS, USA",30.381080000000001,-89.056960000000004,"30.381, -89.057",-89.057000000000002,30.381000000000000,6,,,,https://www.inaturalist.org/observations/91881505,,Harrison,,,,,,,
3102,BBNA_2698814,12/1/2022 4:24:38 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,6/22/2019 0:00:00,6,22,2019,173,prairiebeeman,95850277,,,,,North America,North America,USA,USA,Clark,Illinois,Clark,,"E Washington Rd, Casey, IL, US",39.298099999999998,-87.984939999999995,"39.298, -87.985",-87.984999999999999,39.298000000000002,194,,,,https://www.inaturalist.org/observations/95850277,"Visiting common milkweed, Asclepias syriaca.",Clark,,,,,,,
3103,BBNA_2698815,12/1/2022 4:24:38 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,7/8/2019 0:00:00,7,8,2019,189,prairiebeeman,95850299,,,,,North America,North America,USA,USA,Clark,Illinois,Clark,,"E Adams Ave, Casey, IL, US",39.297870000000003,-87.985010000000003,"39.298, -87.985",-87.984999999999999,39.298000000000002,194,,,,https://www.inaturalist.org/observations/95850299,"Visiting cup plant, Silphium perfoliatum.",Clark,,,,,,,
3104,BBNA_2698926,12/1/2022 4:24:38 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,8/29/1994 0:00:00,8,29,1994,241,tomhardy,98227405,,,,,North America,North America,USA,USA,Saint Louis,Missouri,Saint Louis,,"9711 Litzsinger Rd, St. Louis, MO 63124, USA",38.623210000000000,-90.376649999999998,"38.623, -90.377",-90.376999999999995,38.622999999999998,163,,,,https://www.inaturalist.org/observations/98227405,Male,St. Louis,,,,,,,
3105,BBNA_2698963,12/1/2022 4:24:40 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,8/18/2018 0:00:00,8,18,2018,230,kevinloope,98694113,,,,,North America,North America,USA,USA,Walton,Florida,Walton,,"10293‰ÛÒ10409 US-331 N, DeFuniak Springs, FL, US",30.574359999999999,-86.108059999999995,"30.574, -86.108",-86.108000000000004,30.574000000000002,38,,,,https://www.inaturalist.org/observations/98694113,,Walton,,,,,,,
3106,BBNA_2699076,12/1/2022 4:24:41 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,4/4/2016 0:00:00,4,4,2016,95,jhousephotos,100881517,,,,,North America,North America,USA,USA,Craighead,Arkansas,Craighead,,"Jonesboro, AR, USA",35.766820000000003,-90.704599999999999,"35.767, -90.705",-90.704999999999998,35.767000000000003,112,,,,https://www.inaturalist.org/observations/100881517,,Craighead,,,,,,,
3107,BBNA_2699192,12/1/2022 4:24:41 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,7/16/2017 0:00:00,7,16,2017,197,musellarose,102623826,,,,,North America,North America,USA,USA,Bibb,Georgia,Bibb,,"Bibb County, GA, USA",32.849159999999998,-83.888610000000000,"32.849, -83.889",-83.888999999999996,32.848999999999997,145,,,,https://www.inaturalist.org/observations/102623826,,Bibb,,,,,,,
3108,BBNA_2699251,12/1/2022 4:24:41 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,7/3/2020 0:00:00,7,3,2020,185,musellarose,103317528,,,,,North America,North America,USA,USA,Bibb,Georgia,Bibb,,"Bibb County, GA, USA",32.849159999999998,-83.888610000000000,"32.849, -83.889",-83.888999999999996,32.848999999999997,145,,,,https://www.inaturalist.org/observations/103317528,,Bibb,,,,,,,
3109,BBNA_2699253,12/1/2022 4:24:41 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,7/3/2020 0:00:00,7,3,2020,185,musellarose,103317530,,,,,North America,North America,USA,USA,Bibb,Georgia,Bibb,,"Bibb County, GA, USA",32.849159999999998,-83.888610000000000,"32.849, -83.889",-83.888999999999996,32.848999999999997,145,,,,https://www.inaturalist.org/observations/103317530,,Bibb,,,,,,,
3110,BBNA_2699255,12/1/2022 4:24:41 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,7/11/2020 0:00:00,7,11,2020,193,musellarose,103318254,,,,,North America,North America,USA,USA,Bibb,Georgia,Bibb,,"Bibb County, GA, USA",32.849159999999998,-83.888610000000000,"32.849, -83.889",-83.888999999999996,32.848999999999997,145,,,,https://www.inaturalist.org/observations/103318254,,Bibb,,,,,,,
3111,BBNA_2699372,12/1/2022 4:24:42 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,7/7/2020 0:00:00,7,7,2020,189,tschro,104474181,,,,,North America,North America,USA,USA,Jackson,Missouri,Jackson,,"Grandview, MO, USA",38.879809999999999,-94.555930000000004,"38.88, -94.556",-94.555999999999997,38.880000000000003,315,,,,https://www.inaturalist.org/observations/104474181,,Jackson,,,,,,,
3112,BBNA_2699475,12/1/2022 4:24:42 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,9/1/2019 0:00:00,9,1,2019,244,patsuttonwildlifegarden,105432441,,,,,North America,North America,USA,USA,Charleston,South Carolina,Charleston,,"Francis Marion National Forest, Still Landing, off FR 211, Charleston Co, SC, USA",33.176589999999997,-79.494069999999994,"33.177, -79.494",-79.494000000000000,33.177000000000000,12,,,,https://www.inaturalist.org/observations/105432441,"Nectaring on Blueflower Eryngo, Erynigium integrifolium ",Charleston,,,,,,,
3113,BBNA_2699477,12/1/2022 4:24:42 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,9/1/2019 0:00:00,9,1,2019,244,patsuttonwildlifegarden,105434705,,,,,North America,North America,USA,USA,Charleston,South Carolina,Charleston,,"Francis Marion National Forest, FR 211 past Mill Branch, Charleston Co, SC, USA",33.150889999999997,-79.505099999999999,"33.151, -79.505",-79.504999999999995,33.151000000000003,14,,,,https://www.inaturalist.org/observations/105434705,"Nectaring on Clustered Bushmint, Hyptis alata ",Charleston,,,,,,,
3114,BBNA_2700150,12/1/2022 4:24:45 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,9/14/2019 0:00:00,9,14,2019,257,mathewlbrust,113233103,,,,,North America,North America,USA,USA,Dawes,Nebraska,Dawes,,"Chadron, NE 69337, USA",42.837980000000002,-103.003100000000003,"42.838, -103.003",-103.003000000000000,42.838000000000001,1032,,,,https://www.inaturalist.org/observations/113233103,,Dawes,,,,,,,
3115,BBNA_2700154,12/1/2022 4:24:45 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,9/21/2019 0:00:00,9,21,2019,264,mathewlbrust,113479197,,,,,North America,North America,USA,USA,Dawes,Nebraska,Dawes,,"Chadron, NE 69337, USA",42.837969999999999,-103.003000000000000,"42.838, -103.003",-103.003000000000000,42.838000000000001,1032,,,,https://www.inaturalist.org/observations/113479197,,Dawes,,,,,,,
3116,BBNA_2700156,12/1/2022 4:24:45 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,9/30/2017 0:00:00,9,30,2017,273,mathewlbrust,113479427,,,,,North America,North America,USA,USA,Dawes,Nebraska,Dawes,,My yard,42.837859999999999,-103.003100000000003,"42.838, -103.003",-103.003000000000000,42.838000000000001,1032,,,,https://www.inaturalist.org/observations/113479427,,Dawes,,,,,,,
3117,BBNA_2700455,12/1/2022 4:24:47 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,7/7/2017 0:00:00,7,7,2017,188,thereminpoisoning,125166370,,,,,North America,North America,USA,USA,Johnson,Kansas,Johnson,,Overland Park,38.970910000000003,-94.668130000000005,"38.971, -94.668",-94.668000000000006,38.970999999999997,306,,,,https://www.inaturalist.org/observations/125166370,,Johnson,,,,,,,
3118,BBNA_2700601,12/1/2022 4:24:48 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,8/15/2020 0:00:00,8,15,2020,228,her_sinking_sun,131027914,,,,,North America,North America,USA,USA,Smith,Texas,Smith,,"SH-155, Noonday, TX, US",32.244370000000004,-95.397180000000006,"32.244, -95.397",-95.397000000000006,32.244000000000000,149,,,,https://www.inaturalist.org/observations/131027914,,Smith,,,,,,,
3119,BBNA_2700702,12/1/2022 4:24:48 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,9/10/2019 0:00:00,9,10,2019,253,lillybyrd,133556327,,,,,North America,North America,USA,USA,Leon,Florida,Leon,,"Florida, US",30.404100000000000,-84.132940000000005,"30.404, -84.133",-84.132999999999996,30.404000000000000,36,,,,https://www.inaturalist.org/observations/133556327,,Leon,,,,,,,
3120,BBNA_2700706,12/1/2022 4:24:48 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,6/22/2020 0:00:00,6,22,2020,174,amanda551,133949728,,,,,North America,North America,USA,USA,Sedgwick,Kansas,Sedgwick,,"Wichita, KS, USA",37.687179999999998,-97.330050000000000,"37.687, -97.33",-97.329999999999998,37.686999999999998,400,,,,https://www.inaturalist.org/observations/133949728,,Sedgwick,,,,,,,
3121,BBNA_2700818,12/1/2022 4:24:49 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/27/2019 0:00:00,10,27,2019,300,karynroberts,138867017,,,,,North America,North America,USA,USA,Leon,Florida,Leon,,"Miccosukee, FL 32309, USA",30.531890000000001,-84.121709999999993,"30.532, -84.122",-84.122000000000000,30.532000000000000,44,,,,https://www.inaturalist.org/observations/138867017,,Leon,,,,,,,
3122,BBNA_2701907,12/1/2022 4:24:53 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,3/24/2021 0:00:00,3,24,2021,83,pooby,71949552,,,,,North America,North America,USA,USA,Effingham,Georgia,Effingham,,"S Columbia Ave, Rincon, GA, US",32.282490000000003,-81.233019999999996,"32.282, -81.233",-81.233000000000004,32.281999999999996,24,,,,https://www.inaturalist.org/observations/71949552,,Effingham,,,,,,,
3123,BBNA_2702753,12/1/2022 4:24:57 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,4/5/2021 0:00:00,4,5,2021,95,timbir5,73187694,,,,,North America,North America,USA,USA,Jackson,Mississippi,Jackson,,"Ocean Springs, MS 39564, USA",30.400610000000000,-88.751819999999995,"30.401, -88.752",-88.751999999999995,30.401000000000000,9,,,,https://www.inaturalist.org/observations/73187694,,Jackson,,,,,,,
3124,BBNA_2702787,12/1/2022 4:24:57 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,4/7/2021 0:00:00,4,7,2021,97,zachary-1,73232130,,,,,North America,North America,USA,USA,Jackson,Mississippi,Jackson,,"Hanshaw Rd, Ocean Springs, MS, US",30.397950000000002,-88.757120000000000,"30.398, -88.757",-88.757000000000005,30.398000000000000,9,,,,https://www.inaturalist.org/observations/73232130,,Jackson,,,,,,,
3125,BBNA_2703277,12/1/2022 4:24:59 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,4/9/2021 0:00:00,4,9,2021,99,kcovert,73767255,,,,,North America,North America,USA,USA,Charleston,South Carolina,Charleston,,James Island,32.753459999999997,-79.952849999999998,"32.753, -79.953",-79.953000000000003,32.753000000000000,1,,,,https://www.inaturalist.org/observations/73767255,,Charleston,,,,,,,
3126,BBNA_2703411,12/1/2022 4:24:59 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,4/13/2021 0:00:00,4,13,2021,103,coolkat,73897333,,,,,North America,North America,USA,USA,Leon,Florida,Leon,,"Tallahassee, FL 32305, USA",30.402509999999999,-84.307460000000006,"30.403, -84.307",-84.307000000000002,30.402999999999999,24,,,,https://www.inaturalist.org/observations/73897333,,Leon,,,,,,,
3127,BBNA_2703488,12/1/2022 4:24:59 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,4/14/2021 0:00:00,4,14,2021,104,chaellabird,73970753,,,,,North America,North America,USA,USA,Bulloch,Georgia,Bulloch,,"Nevils, GA 31321, USA",32.191070000000003,-81.773409999999998,"32.191, -81.773",-81.772999999999996,32.191000000000003,45,,,,https://www.inaturalist.org/observations/73970753,,Bulloch,,,,,,,
3128,BBNA_2703503,12/1/2022 4:24:59 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,4/9/2021 0:00:00,4,9,2021,99,lshepstew,73983548,,,,,North America,North America,USA,USA,Grayson,Texas,Grayson,,"Grayson County, TX, USA",33.837040000000002,-96.881960000000007,"33.837, -96.882",-96.882000000000005,33.837000000000003,220,,,,https://www.inaturalist.org/observations/73983548,,Grayson,,,,,,,
3129,BBNA_2703623,12/1/2022 4:25 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,4/9/2021 0:00:00,4,9,2021,99,sharleen_j,74099594,,,,,North America,North America,USA,USA,Dorchester,South Carolina,Dorchester,,"Dorchester County, SC, USA",33.220359999999999,-80.356020000000001,"33.22, -80.356",-80.355999999999995,33.219999999999999,28,,,,https://www.inaturalist.org/observations/74099594,,Dorchester,,,,,,,
3130,BBNA_2703749,12/1/2022 4:25:01 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,3/26/2021 0:00:00,3,26,2021,85,judydarby,74255862,,,,,North America,North America,USA,USA,,Louisiana,,,"St Tammany Parish, LA, USA",30.456550000000000,-90.185980000000001,"30.457, -90.186",-90.186000000000007,30.457000000000001,14,,,,https://www.inaturalist.org/observations/74255862,In a thistle patch in a flatwood meadow,St. Tammany,,,,,,,
3131,BBNA_2704033,12/1/2022 4:25:02 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,4/17/2021 0:00:00,4,17,2021,107,denisewill,74550799,,,,,North America,North America,USA,USA,Columbus,North Carolina,Columbus,,"Boardman, NC 28438, USA",34.413370000000000,-78.930769999999995,"34.413, -78.931",-78.930999999999997,34.412999999999997,37,,,,https://www.inaturalist.org/observations/74550799,I saw 8 of these on a short hike along the banks of the Lumber River. All were queens apparently searching for nest sites.,Columbus,,,,,,,
3132,BBNA_2704140,12/1/2022 4:25:02 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,4/18/2021 0:00:00,4,18,2021,108,marinaherrera,74641445,,,,,North America,North America,USA,USA,Brunswick,North Carolina,Brunswick,,"Brunswick County, NC, USA",34.091709999999999,-78.296229999999994,"34.092, -78.296",-78.296000000000006,34.091999999999999,18,,,,https://www.inaturalist.org/observations/74641445,,Brunswick,,,,,,,
3133,BBNA_2704203,12/1/2022 4:25:02 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,3/29/2021 0:00:00,3,29,2021,88,melissa_duron,74702598,,,,,North America,North America,USA,USA,Charlton,Georgia,Charlton,,"Charlton County, GA, USA",30.739490000000000,-82.139449999999997,"30.739, -82.139",-82.138999999999996,30.739000000000001,48,,,,https://www.inaturalist.org/observations/74702598,,Charlton,,,,,,,
3134,BBNA_2704770,12/1/2022 4:25:04 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,4/26/2021 0:00:00,4,26,2021,116,hasel001,75347058,,,,,North America,North America,USA,USA,Hancock,Mississippi,Hancock,,Lagoon Etc.,30.382249999999999,-89.617850000000004,"30.382, -89.618",-89.617999999999995,30.382000000000001,16,,,,https://www.inaturalist.org/observations/75347058,,Hancock,,,,,,,
3135,BBNA_2704827,12/1/2022 4:25:04 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,4/25/2021 0:00:00,4,25,2021,115,sharleen_j,75420318,,,,,North America,North America,USA,USA,Berkeley,South Carolina,Berkeley,,"Berkeley County, SC, USA",33.094720000000002,-79.726110000000006,"33.095, -79.726",-79.725999999999999,33.094999999999999,10,,,,https://www.inaturalist.org/observations/75420318,,Berkeley,,,,,,,
3136,BBNA_2705251,12/1/2022 4:25:06 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,4/30/2021 0:00:00,4,30,2021,120,hasel001,75897285,,,,,North America,North America,USA,USA,Hancock,Mississippi,Hancock,,Lagoon Etc.,30.382249999999999,-89.617850000000004,"30.382, -89.618",-89.617999999999995,30.382000000000001,16,,,,https://www.inaturalist.org/observations/75897285,,Hancock,,,,,,,
3137,BBNA_2705529,12/1/2022 4:25:07 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,5/1/2021 0:00:00,5,1,2021,121,terrapinjoe,76303813,,,,,North America,North America,USA,USA,,Louisiana,,,"St Tammany Parish, LA, USA",30.507420000000000,-89.965329999999994,"30.507, -89.965",-89.965000000000003,30.507000000000001,19,,,,https://www.inaturalist.org/observations/76303813,,St. Tammany,,,,,,,
3138,BBNA_2705711,12/1/2022 4:25:07 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,5/1/2021 0:00:00,5,1,2021,121,thefairybogmother,76578028,,,,,North America,North America,USA,USA,,Louisiana,,,"Abita Springs, LA, US",30.514019999999999,-89.970299999999995,"30.514, -89.97",-89.969999999999999,30.513999999999999,21,,,,https://www.inaturalist.org/observations/76578028,,St. Tammany,,,,,,,
3139,BBNA_2706749,12/1/2022 4:25:11 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,5/7/2021 0:00:00,5,7,2021,127,ann8,77945896,,,,,North America,North America,USA,USA,Dallas,Texas,Dallas,,"White Rock Lake Park, Dallas, TX, US",32.840069999999997,-96.714269999999999,"32.84, -96.714",-96.713999999999999,32.840000000000003,148,,,,https://www.inaturalist.org/observations/77945896,This Bombus was huge! Photos taken at 10:07 a.m. rather than afternoon time stamp as posted (edited the original post because photos were upside down). ,Dallas,,,,,,,
3140,BBNA_2707416,12/1/2022 4:25:14 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,5/12/2021 0:00:00,5,12,2021,132,okbirdman,78568447,,,,,North America,North America,USA,USA,Washington,Oklahoma,Washington,,"Ochelata, OK, US",36.687869999999997,-95.984939999999995,"36.688, -95.985",-95.984999999999999,36.688000000000002,223,,,,https://www.inaturalist.org/observations/78568447,,Washington,,,,,,,
3141,BBNA_2707543,12/1/2022 4:25:14 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,5/13/2021 0:00:00,5,13,2021,133,drnancyjackson,78653833,,,,,North America,North America,USA,USA,Choctaw,Mississippi,Choctaw,,"Eupora, MS, US",33.485750000000003,-89.253500000000003,"33.486, -89.254",-89.254000000000005,33.485999999999997,130,,,,https://www.inaturalist.org/observations/78653833,,Choctaw,,,,,,,
3142,BBNA_2707565,12/1/2022 4:25:14 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,5/13/2021 0:00:00,5,13,2021,133,catenatus,78663455,,,,,North America,North America,USA,USA,Wise,Texas,Wise,,"Texas, US",33.126010000000001,-97.645409999999998,"33.126, -97.645",-97.644999999999996,33.125999999999998,219,,,,https://www.inaturalist.org/observations/78663455,on Asclepias viridis ,Wise,,,,,,,
3143,BBNA_2707641,12/1/2022 4:25:14 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,5/14/2021 0:00:00,5,14,2021,134,tom_franzem,78739367,,,,,North America,North America,USA,USA,Clay,Mississippi,Clay,,"West Point, MS 39773, USA",33.647779999999997,-88.576939999999993,"33.648, -88.577",-88.576999999999998,33.648000000000003,73,,,,https://www.inaturalist.org/observations/78739367,On Asclepias viridis ,Clay,,,,,,,
3144,BBNA_2708480,12/1/2022 4:25:18 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,5/18/2021 0:00:00,5,18,2021,138,steelyvan,79351565,,,,,North America,North America,USA,USA,Columbus,North Carolina,Columbus,,"New Britton Hwy E, Whiteville, NC, US",34.248559999999998,-78.681150000000002,"34.249, -78.681",-78.680999999999997,34.249000000000002,18,,,,https://www.inaturalist.org/observations/79351565,,Columbus,,,,,,,
3145,BBNA_2709168,12/1/2022 4:25:22 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,5/22/2021 0:00:00,5,22,2021,142,jfaupel,79899138,,,,,North America,North America,USA,USA,Jefferson,Missouri,Jefferson,,"Missouri, US",38.393030000000003,-90.564610000000002,"38.393, -90.565",-90.564999999999998,38.393000000000001,184,,,,https://www.inaturalist.org/observations/79899138,Queen #2 nectaring on Asclepias viridis. Does not have pollen in its corbicula from some other plant species. Asclepias viridis have pollinia. This queen does not have visible pollinia attached to its legs. This queen defined by worn markings in the center of its abdomen. ,Jefferson,,,,,,,
