OID_,BBNA_code,date_added,data_source,Institution,dataset_notes_1,data_restrictions_1,data_restrictions_2,subgenus,genus,species,sex,caste,det_as,det_by,date,month,day,year,dayno,observers,code_1,code_2,code_3,code_4,code_5,continent_verbatim,continent,country_verbatim,country,county_verbatim,state_prov,county,location,site,latitude,longitude,coordinates,coordinates_X,coordinates_Y,elev_m_ETOPO1,geo_notes_1,geo_notes_2,doi,link,notes_1,notes_2,notes_3,notes_4,notes_5,plant_host_genus,plant_host_notes,plant_host_species,plant_host_verbatim
1417,BBNA_1319064,11/15/2018 11:02:07 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,Jennifer Grixti,7/24/1956 0:00:00,7,24,1956,206,A. H. Alex,X1310948,,,,,North America,North America,USA,USA, Burleson,Texas, Burleson,No further locality,,30.517910000000001,-96.643000000000001,"30.518, -96.643",-96.643000000000001,30.518000000000001,109,,,,,,,,,,,,,
1418,BBNA_1319065,11/15/2018 11:02:07 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,Jennifer Grixti,7/24/1956 0:00:00,7,24,1956,206,A. H. Alex,X1311051,,,,,North America,North America,USA,USA, Burleson,Texas, Burleson,No further locality,,30.517910000000001,-96.643000000000001,"30.518, -96.643",-96.643000000000001,30.518000000000001,109,,,,,,,,,,,,,
1419,BBNA_1319066,11/15/2018 11:02:07 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,Jennifer Grixti,7/24/1956 0:00:00,7,24,1956,206,A. H. Alex,X1311109,,,,,North America,North America,USA,USA, Burleson,Texas, Burleson,No further locality,,30.517910000000001,-96.643000000000001,"30.518, -96.643",-96.643000000000001,30.518000000000001,109,,,,,,,,,,,,,
1420,BBNA_1319082,11/15/2018 11:02:07 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,Jennifer Grixti,5/5/1957 0:00:00,5,5,1957,125,A. H. Alex,X1310896,,,,,North America,North America,USA,USA, Brazos,Texas, Brazos,College Station,,30.594770000000000,-96.293109999999999,"30.595, -96.293",-96.293000000000006,30.594999999999999,84,,,,,,,,,,,,,
1421,BBNA_1319083,11/15/2018 11:02:07 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,Jennifer Grixti,5/5/1957 0:00:00,5,5,1957,125,A. H. Alex,X1311216,,,,,North America,North America,USA,USA, Brazos,Texas, Brazos,No further locality,,30.666860000000000,-96.316909999999993,"30.667, -96.317",-96.316999999999993,30.667000000000002,92,,,,,,,,,,,,,
1422,BBNA_1319086,11/15/2018 11:02:07 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,Jennifer Grixti,9/13/1957 0:00:00,9,13,1957,256,A. H. Alex,X1311499,,,,,North America,North America,USA,USA, Brazos,Texas, Brazos,No further locality,,30.653430000000000,-96.342990000000000,"30.653, -96.343",-96.343000000000004,30.652999999999999,98,,,,,,,,,,,,,
1423,BBNA_1319089,11/15/2018 11:02:07 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,Jennifer Grixti,9/14/1957 0:00:00,9,14,1957,257,A. H. Alex,X1278764,,,,,North America,North America,USA,USA, Brazos,Texas, Brazos,No further locality,,30.653430000000000,-96.342990000000000,"30.653, -96.343",-96.343000000000004,30.652999999999999,98,,,,,,,,,,,,,
1424,BBNA_1319090,11/15/2018 11:02:07 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,Jennifer Grixti,9/14/1957 0:00:00,9,14,1957,257,A. H. Alex,X1311130,,,,,North America,North America,USA,USA, Brazos,Texas, Brazos,No further locality,,30.653430000000000,-96.342990000000000,"30.653, -96.343",-96.343000000000004,30.652999999999999,98,,,,,,,,,,,,,
1425,BBNA_1319102,11/15/2018 11:02:07 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,Jennifer Grixti,10/31/1958 0:00:00,10,31,1958,304,A. H. Alex,X1311496,,,,,North America,North America,USA,USA, Brazos,Texas, Brazos,No further locality,,30.666860000000000,-96.316909999999993,"30.667, -96.317",-96.316999999999993,30.667000000000002,92,,,,,,,,,,,,,
1426,BBNA_1319163,11/15/2018 11:02:07 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,9/27/1960 0:00:00,9,27,1960,271,W. F. Chamberlain,X1375109,,,,,North America,North America,USA,USA, Kingman,Kansas, Kingman,Kingman,,37.645850000000003,-98.113680000000002,"37.646, -98.114",-98.114000000000004,37.646000000000001,477,,,,,,,,,,,,,
1427,BBNA_1319166,11/15/2018 11:02:07 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,Jennifer Grixti,4/7/1961 0:00:00,4,7,1961,97,A. H. Alex,X0411480,,,,,North America,North America,USA,USA, Brazos,Texas, Brazos,No further locality,,30.666860000000000,-96.316909999999993,"30.667, -96.317",-96.316999999999993,30.667000000000002,92,,,,,,,,,,,,,
1428,BBNA_1319244,11/15/2018 11:02:07 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,Jennifer Grixti,7/12/1962 0:00:00,7,12,1962,193,A. H. Alex,X0409714,,,,,North America,North America,USA,USA, Brazos,Texas, Brazos,No further locality,,30.640100000000000,-96.312749999999994,"30.64, -96.313",-96.313000000000002,30.640000000000001,95,,,,,,,,,,,,,
1429,BBNA_1319289,11/15/2018 11:02:07 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,Jennifer Grixti,10/18/1963 0:00:00,10,18,1963,291,A. H. Alex,X1311074,,,,,North America,North America,USA,USA, Brazos,Texas, Brazos,College Station,,30.594770000000000,-96.293109999999999,"30.595, -96.293",-96.293000000000006,30.594999999999999,84,,,,,,,,,,,,,
1430,BBNA_1319294,11/15/2018 11:02:07 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,Jennifer Grixti,10/28/1963 0:00:00,10,28,1963,301,A. H. Alex,X1311240,,,,,North America,North America,USA,USA, Brazos,Texas, Brazos,College Station,,30.594770000000000,-96.293109999999999,"30.595, -96.293",-96.293000000000006,30.594999999999999,84,,,,,,,,,,,,,
1431,BBNA_1319295,11/15/2018 11:02:07 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,Jennifer Grixti,4/1/1964 0:00:00,4,1,1964,92,W. F. Chamberlain,X1311336,,,,,North America,North America,USA,USA, Kerr,Texas, Kerr,Kerrville,,30.047429999999999,-99.140309999999999,"30.047, -99.14",-99.140000000000001,30.047000000000001,508,,,,,,,,,,,,,
1432,BBNA_1319317,11/15/2018 11:02:07 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,Jennifer Grixti,10/24/1964 0:00:00,10,24,1964,298,W. F. Chamberlain,X1311107,,,,,North America,North America,USA,USA, Kerr,Texas, Kerr,Kerrville,,30.047429999999999,-99.140309999999999,"30.047, -99.14",-99.140000000000001,30.047000000000001,508,,,,,,,,,,,,,
1433,BBNA_1319321,11/15/2018 11:02:07 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,Jennifer Grixti,4/16/1965 0:00:00,4,16,1965,106,J. E. Hafernik,X0408902,,,,,North America,North America,USA,USA, Williamson,Texas, Williamson,Taylor,,30.570560000000000,-97.409170000000003,"30.571, -97.409",-97.409000000000006,30.571000000000002,170,,,,,,,,,,,,,
1434,BBNA_1319569,11/15/2018 11:02:09 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,7/14/1971 0:00:00,7,14,1971,195,DEVAC Crew,X1497681,,,,,North America,North America,USA,USA, Walker,Texas, Walker,Ellis Prison Unit,,30.891860000000001,-95.451880000000003,"30.892, -95.452",-95.451999999999998,30.891999999999999,44,,,,,,,,,,,,,
1435,BBNA_1319577,11/15/2018 11:02:09 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,D. Jones,7/20/1971 0:00:00,7,20,1971,201,DEVAC Crew,X1497661,,,,,North America,North America,USA,USA, Houston,Texas, Houston,Eastham Prison Unit,,30.958440000000000,-95.579380000000000,"30.958, -95.579",-95.578999999999994,30.957999999999998,63,,,,,,,,,,,,,
1436,BBNA_1319578,11/15/2018 11:02:09 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,7/20/1971 0:00:00,7,20,1971,201,DEVAC Crew,X1497661,,,,,North America,North America,USA,USA, Houston,Texas, Houston,Eastham Prison Unit,,30.958440000000000,-95.579380000000000,"30.958, -95.579",-95.578999999999994,30.957999999999998,63,,,,,,,,,,,,,
1437,BBNA_1319579,11/15/2018 11:02:09 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,7/20/1971 0:00:00,7,20,1971,201,DEVAC Crew,X1497666,,,,,North America,North America,USA,USA, Houston,Texas, Houston,Eastham Prison Unit,,30.958440000000000,-95.579380000000000,"30.958, -95.579",-95.578999999999994,30.957999999999998,63,,,,,,,,,,,,,
1438,BBNA_1319580,11/15/2018 11:02:09 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,7/20/1971 0:00:00,7,20,1971,201,DEVAC Crew,X1497676,,,,,North America,North America,USA,USA, Houston,Texas, Houston,Eastham Prison Unit,,30.958440000000000,-95.579380000000000,"30.958, -95.579",-95.578999999999994,30.957999999999998,63,,,,,,,,,,,,,
1439,BBNA_1319611,11/15/2018 11:02:09 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,7/9/1972 0:00:00,7,9,1972,191,W. F. Chamberlain,X1279679,,,,,North America,North America,USA,USA, Gibson,Tennessee, Gibson,Rutherford,,36.127569999999999,-88.985900000000001,"36.128, -88.986",-88.986000000000004,36.128000000000000,96,LLR 2018: georef verified,,,,,,,,,,,,
1440,BBNA_1320052,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,Jennifer Grixti,5/28/1978 0:00:00,5,28,1978,148,J. K. Weaver,X1311150,,,,,North America,North America,USA,USA, Collin,Texas, Collin,Allen,,33.103180000000002,-96.670550000000006,"33.103, -96.671",-96.671000000000006,33.103000000000002,198,,,,,,,,,,,,,
1441,BBNA_1320119,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,Jennifer Grixti,5/6/1979 0:00:00,5,6,1979,126,C. W. Agnew,X0411157,,,,,North America,North America,USA,USA, Burleson,Texas, Burleson,Lake Somerville,,30.325489999999999,-96.527469999999994,"30.325, -96.527",-96.527000000000001,30.324999999999999,76,,,,,,,,,,,,,
1442,BBNA_1320170,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311176,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1443,BBNA_1320171,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311176,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1444,BBNA_1320172,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311176,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1445,BBNA_1320173,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311176,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1446,BBNA_1320174,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311176,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1447,BBNA_1320175,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311176,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1448,BBNA_1320176,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311176,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1449,BBNA_1320177,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311176,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1450,BBNA_1320178,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311176,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1451,BBNA_1320179,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311176,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1452,BBNA_1320180,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311176,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1453,BBNA_1320181,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311176,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1454,BBNA_1320182,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311176,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1455,BBNA_1320183,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311176,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1456,BBNA_1320184,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311176,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1457,BBNA_1320185,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311176,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1458,BBNA_1320186,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311491,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1459,BBNA_1320187,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311491,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1460,BBNA_1320188,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311491,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1461,BBNA_1320189,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311491,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1462,BBNA_1320190,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311491,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1463,BBNA_1320191,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311491,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1464,BBNA_1320192,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311491,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1465,BBNA_1320193,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311491,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1466,BBNA_1320194,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311491,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1467,BBNA_1320195,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311491,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1468,BBNA_1320196,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311491,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1469,BBNA_1320197,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311491,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1470,BBNA_1320198,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311491,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1471,BBNA_1320199,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311491,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1472,BBNA_1320200,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311491,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1473,BBNA_1320201,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,,7/27/1979 0:00:00,7,27,1979,208,C. P. McHugh; D. R. Delorme,X1311491,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 16,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1474,BBNA_1320208,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,Sammie J. Merritt,8/2/1979 0:00:00,8,2,1979,214,D. R. Delorme; C. P. McHugh,X1311044,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1475,BBNA_1320209,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,Sammie J. Merritt,8/2/1979 0:00:00,8,2,1979,214,D. R. Delorme; C. P. McHugh,X1311044,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1476,BBNA_1320211,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,G. Bohart,8/5/1979 0:00:00,8,5,1979,217,H. Cobb,X1311001,,,,,North America,North America,USA,USA, Garza,Texas, Garza,Post,,33.190930000000002,-101.378200000000007,"33.191, -101.378",-101.378000000000000,33.191000000000003,792,,,,,,,,,,,,,
